id,species_id,height,weight,base_experience,order,is_default,name,sprites
282,282,16,484,233,358,1,gardevoir,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gardevoir.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gardevoir.gif""}"
283,283,5,17,54,362,1,surskit,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/surskit.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/surskit.gif""}"
284,284,8,36,159,363,1,masquerain,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/masquerain.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/masquerain.gif""}"
285,285,4,45,59,364,1,shroomish,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/shroomish.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/shroomish.gif""}"
286,286,12,392,161,365,1,breloom,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/breloom.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/breloom.gif""}"
287,287,8,240,56,366,1,slakoth,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/slakoth.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/slakoth.gif""}"
288,288,14,465,154,367,1,vigoroth,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/vigoroth.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/vigoroth.gif""}"
289,289,20,1305,252,368,1,slaking,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/slaking.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/slaking.gif""}"
290,290,5,55,53,369,1,nincada,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/nincada.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/nincada.gif""}"
291,291,8,120,160,370,1,ninjask,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/ninjask.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/ninjask.gif""}"
292,292,8,12,83,371,1,shedinja,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/shedinja.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/shedinja.gif""}"
293,293,6,163,48,372,1,whismur,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/whismur.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/whismur.gif""}"
294,294,10,405,126,373,1,loudred,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/loudred.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/loudred.gif""}"
295,295,15,840,221,374,1,exploud,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/exploud.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/exploud.gif""}"
296,296,10,864,47,375,1,makuhita,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/makuhita.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/makuhita.gif""}"
297,297,23,2538,166,376,1,hariyama,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/hariyama.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/hariyama.gif""}"
298,298,2,20,38,256,1,azurill,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/azurill.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/azurill.gif""}"
299,299,10,970,75,377,1,nosepass,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/nosepass.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/nosepass.gif""}"
300,300,6,110,52,379,1,skitty,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/skitty.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/skitty.gif""}"
301,301,11,326,140,380,1,delcatty,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/delcatty.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/delcatty.gif""}"
302,302,5,110,133,381,1,sableye,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/sableye.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/sableye.gif""}"
303,303,6,115,133,383,1,mawile,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/mawile.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/mawile.gif""}"
304,304,4,600,66,385,1,aron,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/aron.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/aron.gif""}"
305,305,9,1200,151,386,1,lairon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/lairon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/lairon.gif""}"
306,306,21,3600,239,387,1,aggron,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/aggron.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/aggron.gif""}"
307,307,6,112,56,389,1,meditite,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/meditite.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/meditite.gif""}"
308,308,13,315,144,390,1,medicham,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/medicham.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/medicham.gif""}"
309,309,6,152,59,392,1,electrike,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/electrike.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/electrike.gif""}"
310,310,15,402,166,393,1,manectric,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/manectric.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/manectric.gif""}"
311,311,4,42,142,395,1,plusle,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/plusle.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/plusle.gif""}"
312,312,4,42,142,396,1,minun,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/minun.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/minun.gif""}"
313,313,7,177,151,397,1,volbeat,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/volbeat.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/volbeat.gif""}"
314,314,6,177,151,398,1,illumise,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/illumise.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/illumise.gif""}"
315,315,3,20,140,400,1,roselia,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/roselia.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/roselia.gif""}"
316,316,4,103,60,402,1,gulpin,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gulpin.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gulpin.gif""}"
317,317,17,800,163,403,1,swalot,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/swalot.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/swalot.gif""}"
318,318,8,208,61,404,1,carvanha,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/carvanha.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/carvanha.gif""}"
319,319,18,888,161,405,1,sharpedo,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/sharpedo.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/sharpedo.gif""}"
320,320,20,1300,80,407,1,wailmer,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/wailmer.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/wailmer.gif""}"
321,321,145,3980,175,408,1,wailord,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/wailord.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/wailord.gif""}"
322,322,7,240,61,409,1,numel,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/numel.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/numel.gif""}"
323,323,19,2200,161,410,1,camerupt,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/camerupt.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/camerupt.gif""}"
324,324,5,804,165,412,1,torkoal,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/torkoal.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/torkoal.gif""}"
325,325,7,306,66,413,1,spoink,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/spoink.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/spoink.gif""}"
326,326,9,715,165,414,1,grumpig,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/grumpig.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/grumpig.gif""}"
327,327,11,50,126,415,1,spinda,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/spinda.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/spinda.gif""}"
328,328,7,150,58,416,1,trapinch,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/trapinch.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/trapinch.gif""}"
329,329,11,153,119,417,1,vibrava,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/vibrava.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/vibrava.gif""}"
330,330,20,820,234,418,1,flygon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/flygon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/flygon.gif""}"
331,331,4,513,67,419,1,cacnea,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cacnea.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cacnea.gif""}"
332,332,13,774,166,420,1,cacturne,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cacturne.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cacturne.gif""}"
333,333,4,12,62,421,1,swablu,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/swablu.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/swablu.gif""}"
334,334,11,206,172,422,1,altaria,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/altaria.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/altaria.gif""}"
335,335,13,403,160,424,1,zangoose,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/zangoose.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/zangoose.gif""}"
336,336,27,525,160,425,1,seviper,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/seviper.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/seviper.gif""}"
337,337,10,1680,161,426,1,lunatone,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/lunatone.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/lunatone.gif""}"
338,338,12,1540,161,427,1,solrock,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/solrock.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/solrock.gif""}"
339,339,4,19,58,428,1,barboach,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/barboach.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/barboach.gif""}"
340,340,9,236,164,429,1,whiscash,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/whiscash.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/whiscash.gif""}"
341,341,6,115,62,430,1,corphish,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/corphish.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/corphish.gif""}"
342,342,11,328,164,431,1,crawdaunt,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/crawdaunt.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/crawdaunt.gif""}"
343,343,5,215,60,432,1,baltoy,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/baltoy.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/baltoy.gif""}"
344,344,15,1080,175,433,1,claydol,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/claydol.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/claydol.gif""}"
345,345,10,238,71,434,1,lileep,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/lileep.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/lileep.gif""}"
346,346,15,604,173,435,1,cradily,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cradily.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cradily.gif""}"
347,347,7,125,71,436,1,anorith,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/anorith.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/anorith.gif""}"
348,348,15,682,173,437,1,armaldo,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/armaldo.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/armaldo.gif""}"
349,349,6,74,40,438,1,feebas,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/feebas.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/feebas.gif""}"
350,350,62,1620,189,439,1,milotic,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/milotic.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/milotic.gif""}"
351,351,3,8,147,440,1,castform,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/castform.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/castform.gif""}"
352,352,10,220,154,444,1,kecleon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/kecleon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/kecleon.gif""}"
353,353,6,23,59,445,1,shuppet,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/shuppet.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/shuppet.gif""}"
354,354,11,125,159,446,1,banette,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/banette.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/banette.gif""}"
355,355,8,150,59,448,1,duskull,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/duskull.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/duskull.gif""}"
356,356,16,306,159,449,1,dusclops,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/dusclops.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/dusclops.gif""}"
357,357,20,1000,161,451,1,tropius,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/tropius.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/tropius.gif""}"
358,358,6,10,159,453,1,chimecho,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/chimecho.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/chimecho.gif""}"
359,359,12,470,163,454,1,absol,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/absol.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/absol.gif""}"
360,360,6,140,52,277,1,wynaut,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/wynaut.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/wynaut.gif""}"
361,361,7,168,60,456,1,snorunt,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/snorunt.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/snorunt.gif""}"
362,362,15,2565,168,457,1,glalie,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/glalie.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/glalie.gif""}"
363,363,8,395,58,460,1,spheal,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/spheal.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/spheal.gif""}"
364,364,11,876,144,461,1,sealeo,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/sealeo.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/sealeo.gif""}"
365,365,14,1506,239,462,1,walrein,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/walrein.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/walrein.gif""}"
366,366,4,525,69,463,1,clamperl,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/clamperl.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/clamperl.gif""}"
367,367,17,270,170,464,1,huntail,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/huntail.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/huntail.gif""}"
368,368,18,226,170,465,1,gorebyss,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gorebyss.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gorebyss.gif""}"
369,369,10,234,170,466,1,relicanth,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/relicanth.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/relicanth.gif""}"
370,370,6,87,116,467,1,luvdisc,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/luvdisc.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/luvdisc.gif""}"
371,371,6,421,60,468,1,bagon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/bagon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/bagon.gif""}"
372,372,11,1105,147,469,1,shelgon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/shelgon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/shelgon.gif""}"
373,373,15,1026,270,470,1,salamence,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/salamence.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/salamence.gif""}"
374,374,6,952,60,472,1,beldum,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/beldum.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/beldum.gif""}"
375,375,12,2025,147,473,1,metang,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/metang.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/metang.gif""}"
376,376,16,5500,270,474,1,metagross,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/metagross.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/metagross.gif""}"
377,377,17,2300,261,476,1,regirock,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/regirock.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/regirock.gif""}"
378,378,18,1750,261,477,1,regice,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/regice.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/regice.gif""}"
379,379,19,2050,261,478,1,registeel,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/registeel.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/registeel.gif""}"
380,380,14,400,270,479,1,latias,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/latias.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/latias.gif""}"
381,381,20,600,270,481,1,latios,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/latios.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/latios.gif""}"
382,382,45,3520,302,483,1,kyogre,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/kyogre.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/kyogre.gif""}"
383,383,35,9500,302,485,1,groudon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/groudon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/groudon.gif""}"
384,384,70,2065,306,487,1,rayquaza,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/rayquaza.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/rayquaza.gif""}"
385,385,3,11,270,489,1,jirachi,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/jirachi.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/jirachi.gif""}"
,,,,,,,,
387,387,4,102,64,494,1,turtwig,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/turtwig.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/turtwig.gif""}"
388,388,11,970,142,495,1,grotle,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/grotle.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/grotle.gif""}"
389,389,22,3100,236,496,1,torterra,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/torterra.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/torterra.gif""}"
390,390,5,62,62,497,1,chimchar,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/chimchar.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/chimchar.gif""}"
391,391,9,220,142,498,1,monferno,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/monferno.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/monferno.gif""}"
392,392,12,550,240,499,1,infernape,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/infernape.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/infernape.gif""}"
393,393,4,52,63,500,1,piplup,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/piplup.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/piplup.gif""}"
394,394,8,230,142,501,1,prinplup,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/prinplup.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/prinplup.gif""}"
395,395,17,845,239,502,1,empoleon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/empoleon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/empoleon.gif""}"
396,396,3,20,49,503,1,starly,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/starly.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/starly.gif""}"
397,397,6,155,119,504,1,staravia,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/staravia.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/staravia.gif""}"
398,398,12,249,218,505,1,staraptor,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/staraptor.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/staraptor.gif""}"
399,399,5,200,50,506,1,bidoof,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/bidoof.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/bidoof.gif""}"
400,400,10,315,144,507,1,bibarel,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/bibarel.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/bibarel.gif""}"
401,401,3,22,39,508,1,kricketot,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/kricketot.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/kricketot.gif""}"
402,402,10,255,134,509,1,kricketune,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/kricketune.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/kricketune.gif""}"
403,403,5,95,53,510,1,shinx,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/shinx.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/shinx.gif""}"
404,404,9,305,127,511,1,luxio,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/luxio.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/luxio.gif""}"
405,405,14,420,235,512,1,luxray,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/luxray.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/luxray.gif""}"
406,406,2,12,56,399,1,budew,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/budew.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/budew.gif""}"
407,407,9,145,232,401,1,roserade,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/roserade.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/roserade.gif""}"
408,408,9,315,70,513,1,cranidos,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cranidos.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cranidos.gif""}"
409,409,16,1025,173,514,1,rampardos,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/rampardos.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/rampardos.gif""}"
410,410,5,570,70,515,1,shieldon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/shieldon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/shieldon.gif""}"
411,411,13,1495,173,516,1,bastiodon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/bastiodon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/bastiodon.gif""}"
412,412,2,34,45,517,1,burmy,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/burmy.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/burmy.gif""}"
,,,,,,,,
414,414,9,233,148,521,1,mothim,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/mothim.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/mothim.gif""}"
415,415,3,55,49,522,1,combee,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/combee.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/combee.gif""}"
416,416,12,385,166,523,1,vespiquen,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/vespiquen.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/vespiquen.gif""}"
417,417,4,39,142,524,1,pachirisu,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/pachirisu.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/pachirisu.gif""}"
418,418,7,295,66,525,1,buizel,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/buizel.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/buizel.gif""}"
419,419,11,335,173,526,1,floatzel,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/floatzel.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/floatzel.gif""}"
420,420,4,33,55,527,1,cherubi,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cherubi.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cherubi.gif""}"
421,421,5,93,158,528,1,cherrim,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/cherrim.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/cherrim.gif""}"
422,422,3,63,65,529,1,shellos,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/shellos.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/shellos.gif""}"
423,423,9,299,166,530,1,gastrodon,"{""normal"":""http://img.pokemondb.net/sprites/black-white/normal/gastrodon.png"",""animated"":""http://img.pokemondb.net/sprites/black-white/anim/normal/gastrodon.gif""}"
